age,age_group,blood_type,blood_type_allele,body_mass_index,can_marry,can_work,children,date_of_birth,date_of_death,desired_gender,drivers_license,email,employer,eye_color,first_name,format_height,format_weight,full_name,gender,gender_abbr,generation,hair_color,hair_type,height,home,id,is_alive,is_working,last_name,maiden_name,mannerisms,marital_status,middle_name,negative_traits,neutral_traits,nickname,parents,passport,patron_of,pet,phone_number,positive_traits,role,sexual_orientation,siblings,spouse,ssn,time_of_birth,title,vehicle,weight,years_lived
68,Senior (Deceased),B+,BBDd,25.1,True,True,"[Pb42b, P376b]",2031-08-04,2100-01-01,Female,Driver's License: C59RNRG0 - Exp: Jan 2105,Personal: waynebartlett84@kmail.com,Dinero Finance (2090) - Finance: Bank,Brown,Wayne,"5' 10""",175 lbs,Wayne Jon Bartlett,Male,M,3,Blonde,Unkempt,70.1,"Home: 969 Thomas Light, North Jonathanshire, NC - 28625",Pfe1d,False,True,Bartlett,,Smiles a lot,Married,Jon,"Frivolous, Dependent, Troublesome",Huried,Jonny,[],Passport: I70245975 - Exp: Oct 2106,"[Speed Air (1915) - Transportation: Airline, LearnCenter High (2098) - Education: Public 10-12, Style Pastime (1948) - Entertainment: Hobbies, Feast Sip Taste (2099) - Food and Beverage: Restaurant, AcademyHub Middle (2094) - Education: Public 7-9, Finance Vault Finance (2089) - Finance: Loans / Mortgage Lender, Inno Produce (2096) - Technology: Manufacturers, Taste Dine Bread (2090) - Food and Beverage: Bakery, Invest Edge Finance (2087) - Finance: Bank, Cine Productions (2099) - Entertainment: Film / TV, StayGetaway Explore (2096) - Hospitality: Other, Route Ways Commute (2085) - Transportation: Ride Sharing / Taxi, Tour Escape Stay (2099) - Hospitality: Hotels, Fund Invest (2098) - Finance: Investment Firm]",,Cell: (969) 794-1930,"Sage, Winning, Self-sufficent",Manager: General,Heterosexual,[],Carol Kara Walters (2037 -  ),132-94-5250,08:43 AM,Mr.,Blue 1998 Chrysler Cirrus - Sedan - 8BYF028,175.3,2031 - 2100
64,Senior,A+,AADD,29.0,True,True,[],2035-07-10,,Female,Driver's License: H44RPFT3 - Exp: Mar 2106,Personal: tchavez@kmail.com,Auto Path Motors (2096) - Automotive: Dealership,Brown,Timothy,"6' 0""",211 lbs,Timothy Sean Chavez,Male,M,3,Black,Curly,71.5,"Home: 971 Reid Way  - Suite 809, Smithbury, NH - 03416",P46b4,True,True,Chavez,,Rolls eyes,Single,Sean,"Arrogantt, Unappreciative, Contemptible",Stylish,Tim,[],Passport: F10464128 - Exp: May 2104,"[Logic Tech (2094) - Technology: Manufacturers, LearnCenter High (2098) - Education: Public 10-12, Style Pastime (1948) - Entertainment: Hobbies, Feast Sip Taste (2099) - Food and Beverage: Restaurant, AcademyHub Middle (2094) - Education: Public 7-9, Finance Vault Finance (2089) - Finance: Loans / Mortgage Lender, Taste Dine Bread (2090) - Food and Beverage: Bakery, Invest Edge Finance (2087) - Finance: Bank, MoneyHub Finance (2092) - Finance: Loans / Mortgage Lender, Well Care Care (2097) - Healthcare: Hospital, Capital Edge Finance (2096) - Finance: Bank, Go Ways Rentals (2090) - Automotive: Rental, StayGetaway Explore (2096) - Hospitality: Other, Play World News (2087) - Entertainment: Journalism, Fund Invest (2098) - Finance: Investment Firm, EducateCampus Learn (2076) - Education: University]",,Cell: (204) 725-7410,"Charismatic, Genuine, Serious",Employee: General,Heterosexual,[],,664-26-3541,04:20 AM,Mr.,,211.1,2035 -  
66,Senior (Deceased),B+,BBDd,29.5,True,True,"[Pb33c, P262c]",2033-06-30,2100-01-01,Male,Driver's License: S61NHFM8 - Exp: Sep 2104,Personal: cindyroberts928@kmail.com,Story Chic Arena (2088) - Entertainment: Sports,Hazel,Cindy,"5' 0""",153 lbs,Cindy Sparks,Female,F,3,Black,Flowing,60.4,"Home: 88738 Molly Village  - Suite 031, Thomasshire, KY - 40191",Pb00e,False,True,Sparks,Roberts,Stands out among a crowd,Married,,"Fiery, Egocentric, Regretful",Confidential,,[],Passport: O06715628 - Exp: Jun 2105,"[LearnCenter High (2098) - Education: Public 10-12, DrivePath Motors (2096) - Automotive: Dealership, FinanceVault Capital (2084) - Finance: Bank, Style Pastime (1948) - Entertainment: Hobbies, Fund Tech Bank (2093) - Finance: Bank, Play Pastime (2095) - Entertainment: Hobbies, Yum Delight Quick (2007) - Food and Beverage: Fast Food, Institute Place Trade (2090) - Education: Technical / Trade School, Inno Produce (2096) - Technology: Manufacturers, Relax Charm Clean (2088) - Hospitality: Cleaning Services, TrendOutlet Bulk (2074) - Retail: Wholesale, ExploreEscape Adventures (2097) - Hospitality: Other, Route Ways Transfer (2099) - Transportation: Relocation, Capital Edge Finance (2096) - Finance: Bank, StayGetaway Explore (2096) - Hospitality: Other, KnowledgeCampus Middle (2098) - Education: Public 7-9, Tour Escape Stay (2099) - Hospitality: Hotels, LogicSolutions Wireless (2098) - Technology: Mobile Providers]","Animal(name='Chloe', animal_type='Cat', breed='Ukrainian Levkoy', age=9, gender='Female')",Cell: (189) 461-4092,"Eloquent, Observant, Considerate",Employee: General,Heterosexual,[],Ryan Colton Sparks (2023 - 2099),203-41-3241,10:38 PM,Mrs.,Silver 2020 Mercedes-Benz GLE - SUV - 087 BTV,153.1,2033 - 2100
74,Senior (Deceased),AB-,ABdd,24.5,True,True,[],2025-08-07,2100-01-01,Male,Driver's License: B32MILR7 - Exp: May 2107,Personal: gabrielleevans683@outkook.com,InvestTech Fund (2098) - Finance: Investment Firm,Hazel,Gabrielle,"5' 3""",139 lbs,Gabrielle Emily Evans,Female,F,3,Brown,Straight,63.1,"Home: 8499 Laura Drive, Port Morganberg, WV - 25990",P060e,False,True,Evans,,Is disrespectful to waiters/waitresses,Married,Emily,"Hateful, Neglectful, Narrow",Conservative,Emmy,[],Passport: X32637043 - Exp: Mar 2102,"[LearnCenter High (2098) - Education: Public 10-12, FitCare Doc (2018) - Healthcare: Doctor, FinanceVault Capital (2084) - Finance: Bank, Style Pastime (1948) - Entertainment: Hobbies, Fund Tech Bank (2093) - Finance: Bank, Play Pastime (2095) - Entertainment: Hobbies, ZoomWagon Repair (1919) - Automotive: Mechanic, Institute Place Trade (2090) - Education: Technical / Trade School, Inno Produce (2096) - Technology: Manufacturers, City Wagon Rentals (2083) - Automotive: Rental, TrendOutlet Bulk (2074) - Retail: Wholesale, Well Care Care (2097) - Healthcare: Hospital, ExploreEscape Adventures (2097) - Hospitality: Other, Capital Edge Finance (2096) - Finance: Bank, StayGetaway Explore (2096) - Hospitality: Other, Dinero Finance (2090) - Finance: Bank, City Ways Repair (2090) - Automotive: Mechanic, LogicSolutions Wireless (2098) - Technology: Mobile Providers, Flavor Bite Events (2099) - Food and Beverage: Catering]","Animal(name='Riley', animal_type='Dog', breed='Beauceron', age=11, gender='Female')",Cell: (429) 143-4290,"Clear-headed, Gracious, Pruposeful",Employee: General,Heterosexual,[],Michael Michael Ramirez (2035 -  ),885-27-3831,04:47 PM,Mrs.,Gray 2010 BMW X6 - SUV - UMM4363,138.7,2025 - 2100
64,Senior,B+,BBDD,21.4,True,True,[],2035-05-18,,Male,Driver's License: T55HLAP5 - Exp: Aug 2099,Personal: tcarter35@hokmail.com,Knowledge Elementary School (2097) - Education: Public K-6,Blue,Tracy,"5' 0""",109 lbs,Tracy Connie Carter,Female,F,3,Brown,Unkempt,59.9,"Home: 307 Katie Flat, Williamfurt, NV - 89237",P33a9,True,True,Carter,,Apologizes a lot,Married,Connie,"Fawning, Stupid, Vague",Noncommittal,,[],Passport: E20559467 - Exp: Jan 2105,"[LearnCenter High (2098) - Education: Public 10-12, Style Pastime (1948) - Entertainment: Hobbies, Fund Tech Bank (2093) - Finance: Bank, Play Pastime (2095) - Entertainment: Hobbies, Institute Place Trade (2090) - Education: Technical / Trade School, Inno Produce (2096) - Technology: Manufacturers, Relax Charm Clean (2088) - Hospitality: Cleaning Services, InvestTech Fund (2098) - Finance: Investment Firm, Select Store Gadget (2099) - Retail: Electronics, Delicious Eats Bistro (2095) - Food and Beverage: Restaurant, Well Care Care (2097) - Healthcare: Hospital, ExploreEscape Adventures (2097) - Hospitality: Other, Capital Edge Finance (2096) - Finance: Bank, Go Ways Rentals (2090) - Automotive: Rental, KnowledgeCampus Middle (2098) - Education: Public 7-9, Dinero Finance (2090) - Finance: Bank, Tour Escape Stay (2099) - Hospitality: Hotels, LogicSolutions Wireless (2098) - Technology: Mobile Providers]",,Cell: (171) 883-1549,"Debonair, Anticipative, Spontaneous",Employee: General,Heterosexual,[],James Tristan Callahan (2035 -  ),068-47-9872,04:41 PM,Mrs.,Red 1993 Dodge D150 Club Cab - Pickup - BKV5524,109.3,2035 -  
64,Senior,A-,AAdd,31.7,True,True,[],2035-11-12,,Female,Driver's License: Y61GHAH6 - Exp: Sep 2105,Personal: jamescallahan474@kmail.com,,Brown,James,"6' 0""",236 lbs,James Tristan Callahan,Male,M,3,Black,Curly,72.4,"Home: 307 Katie Flat, Williamfurt, NV - 89237",Pfcb8,True,False,Callahan,,Punches people in their arm (jokingly) to get them to lighten up,Married,Tristan,"Insulting, False, Impatient",Casual,Jamie,[],Passport: B87407613 - Exp: Dec 2101,"[Speed Air (1915) - Transportation: Airline, StudyPlace Primary (2096) - Education: Public K-6, LearnCenter High (2098) - Education: Public 10-12, Style Pastime (1948) - Entertainment: Hobbies, AcademyHub Middle (2094) - Education: Public 7-9, Finance Vault Finance (2089) - Finance: Loans / Mortgage Lender, Inno Produce (2096) - Technology: Manufacturers, Select Store Gadget (2099) - Retail: Electronics, Delicious Eats Bistro (2095) - Food and Beverage: Restaurant, Capital Edge Finance (2096) - Finance: Bank, Style Flicks Play (2066) - Entertainment: Sports, Tour Escape Stay (2099) - Hospitality: Hotels, Fund Invest (2098) - Finance: Investment Firm, LogicSolutions Wireless (2098) - Technology: Mobile Providers, Fund Hub Digital (2090) - Finance: Crypto]","Animal(name='Tetra', animal_type='Fish', breed='Angelfish', age=6, gender='Male')",Cell: (765) 363-4847,"Confident, Tractable, Earnest",Unemployed,Heterosexual,[],Tracy Connie Carter (2035 -  ),113-75-1301,03:42 AM,Mr.,,236.5,2035 -  
65,Senior,AB+,ABDD,26.5,True,True,[],2034-07-05,,Female,Driver's License: O73MMJB4 - Exp: Aug 2102,Personal: jstephens75@hokmail.com,Select Store Gadget (2099) - Retail: Electronics,Blue,Jason,"6' 4""",218 lbs,Jason Roger Stephens,Male,M,3,Brown,Touseled,76.1,"Home: 56863 Victor Ridges, Port Rebeccastad, CA - 92946",Pe6c8,True,True,Stephens,,Taps fingernails on surface,Single,Roger,"Brittle, Deceitful, Brutal",Contradictory,,[],Passport: J68028302 - Exp: Mar 2108,"[Speed Air (1915) - Transportation: Airline, LearnCenter High (2098) - Education: Public 10-12, Byte Solutions Hub (2091) - Technology: Social Media, Feast Sip Taste (2099) - Food and Beverage: Restaurant, AcademyHub Middle (2094) - Education: Public 7-9, Finance Vault Finance (2089) - Finance: Loans / Mortgage Lender, Inno Produce (2096) - Technology: Manufacturers, Taste Dine Bread (2090) - Food and Beverage: Bakery, Invest Edge Finance (2087) - Finance: Bank, Commute Express Courier (2073) - Transportation: Courier / Delivery, Well Care Care (2097) - Healthcare: Hospital, StayGetaway Explore (2096) - Hospitality: Other, Style Flicks Play (2066) - Entertainment: Sports, Fund Invest (2098) - Finance: Investment Firm, LogicSolutions Wireless (2098) - Technology: Mobile Providers, Fund Hub Digital (2090) - Finance: Crypto]","Animal(name='Sunny', animal_type='Bird', breed='Amazon Parrot', age=0, gender='Female')",Cell: (524) 420-9452,"Winning, Principled, Fair",Owner: General,Heterosexual,[],,598-68-3483,02:12 AM,Mr.,Black 2020 Lexus LX - SUV - 259 ROY,218.0,2034 -  
76,Senior (Deceased),A+,AODd,31.3,True,True,[],2020-09-23,2096-11-03,Female,Driver's License: D17CVDA3 - Exp: Sep 2099,Personal: mhayes923@kmail.com,ExploreEscape Adventures (2097) - Hospitality: Other,Blue,Mark,"5' 7""",200 lbs,Mark Hayes,Male,M,3,Black,Spiky,67.1,"Home: 754 Kimberly Avenue  - Apt. 693, Evansview, IN - 46609",P5289,False,True,Hayes,,Always carries a gun,Single,,"Superficial, Expedient, Haughty",Familial,,[],Passport: S41368155 - Exp: May 2102,"[LearnCenter High (2098) - Education: Public 10-12, DrivePath Motors (2096) - Automotive: Dealership, Feast Sip Taste (2099) - Food and Beverage: Restaurant, AcademyHub Middle (2094) - Education: Public 7-9, Finance Vault Finance (2089) - Finance: Loans / Mortgage Lender, Yum Delight Quick (2007) - Food and Beverage: Fast Food, Inno Produce (2096) - Technology: Manufacturers, Taste Dine Bread (2090) - Food and Beverage: Bakery, InvestTech Fund (2098) - Finance: Investment Firm, Well Care Care (2097) - Healthcare: Hospital, Capital Edge Finance (2096) - Finance: Bank, Go Ways Rentals (2090) - Automotive: Rental, StayGetaway Explore (2096) - Hospitality: Other, Style Flicks Play (2066) - Entertainment: Sports, Fund Invest (2098) - Finance: Investment Firm, LogicSolutions Wireless (2098) - Technology: Mobile Providers]","Animal(name='Gazer', animal_type='Amphibian', breed='Golden Mantella', age=10, gender='Female')",Cell: (502) 176-3739,"Dramatic, Simple, Dynamic",Manager: General,Heterosexual,[],,639-99-4612,04:06 PM,Mr.,,200.5,2020 - 2096
78,Senior,A+,AADD,29.9,True,True,[],2021-02-01,,Female,Driver's License: O49MGHW8 - Exp: Nov 2105,Personal: berry958@yakoo.com,LearnCenter High (2098) - Education: Public 10-12,Brown,Brittany,"4' 8""",132 lbs,Brittany Casey Berry,Female,F,3,Black,Straight,55.6,"Home: 82178 Miller Locks  - Suite 928, Danielleburgh, TX - 76883",P1179,True,True,Berry,,"Seems to ""zone out"" when music is playing",Married,Casey,"Gloomy, Natty, Shy",Dreamy,,[],Passport: R96925019 - Exp: May 2106,"[Knowledge Elementary School (2097) - Education: Public K-6, LearnCenter High (2098) - Education: Public 10-12, FinanceVault Capital (2084) - Finance: Bank, TransitPath Courier (2088) - Transportation: Courier / Delivery, Style Pastime (1948) - Entertainment: Hobbies, Fund Tech Bank (2093) - Finance: Bank, Institute Place Trade (2090) - Education: Technical / Trade School, Inno Produce (2096) - Technology: Manufacturers, Relax Charm Clean (2088) - Hospitality: Cleaning Services, Well Care Care (2097) - Healthcare: Hospital, ExploreEscape Adventures (2097) - Hospitality: Other, Route Ways Transfer (2099) - Transportation: Relocation, Go Ways Rentals (2090) - Automotive: Rental, StayGetaway Explore (2096) - Hospitality: Other, Dinero Finance (2090) - Finance: Bank, LogicSolutions Wireless (2098) - Technology: Mobile Providers]",,Cell: (619) 779-5717,"Insightful, Athletic, High-minded",Manager: General,Homosexual,[],Donna Andrea Rodriguez (2020 - 2097),510-82-3583,04:42 AM,Mrs.,,131.6,2021 -  
68,Senior,O-,OOdd,22.3,True,True,[],2031-03-16,,Male,Driver's License: Q87WLTA5 - Exp: Jan 2100,Personal: traciewashington495@free.net,Taste Dine Bread (2090) - Food and Beverage: Bakery,Amber,Tracie,"5' 10""",155 lbs,Tracie Amy Washington,Female,F,3,Blonde,Spiky,70.0,"Home: 679 Roberts Shoal, Tracystad, RI - 02925",P6755,True,True,Washington,,Constantly swallowing,Single,Amy,"Miserable, Complacent, Oppressed",Deceptive,,[],Passport: H46104920 - Exp: Aug 2103,"[Logic Tech (2094) - Technology: Manufacturers, LearnCenter High (2098) - Education: Public 10-12, FitCare Doc (2018) - Healthcare: Doctor, FinanceVault Capital (2084) - Finance: Bank, Institute Place Trade (2090) - Education: Technical / Trade School, Inno Produce (2096) - Technology: Manufacturers, Relax Charm Clean (2088) - Hospitality: Cleaning Services, TrendOutlet Bulk (2074) - Retail: Wholesale, ExploreEscape Adventures (2097) - Hospitality: Other, Capital Edge Finance (2096) - Finance: Bank, Go Ways Rentals (2090) - Automotive: Rental, Dinero Finance (2090) - Finance: Bank, Tour Escape Stay (2099) - Hospitality: Hotels, LogicSolutions Wireless (2098) - Technology: Mobile Providers]",,Cell: (618) 589-1860,"Prudent, High-minded, Freethinking",Employee: General,Heterosexual,[],,581-84-8811,06:59 AM,Ms.,Gray 2009 Toyota Tacoma Access Cab - Pickup - OZN 942,155.4,2031 -  
62,Senior,O+,OODd,20.3,True,True,[],2037-02-18,,Male,Driver's License: Y91BYWA9 - Exp: Jan 2101,Personal: tiffanygriffith218@hokmail.com,Learn Center School (2098) - Education: Public K-6,Brown,Tiffany,"5' 8""",135 lbs,Tiffany Amanda Griffith,Female,F,3,Black,Curly,68.3,"Home: 92077 Jennifer Greens, Theresaside, TX - 77641",Pe22d,True,True,Griffith,,Rubbing nose,Single,Amanda,"Offhand, Malicious, Amoral",Restrained,Tiffy,[],Passport: J26200982 - Exp: Mar 2105,"[LearnCenter High (2098) - Education: Public 10-12, FinanceVault Capital (2084) - Finance: Bank, TransitPath Courier (2088) - Transportation: Courier / Delivery, Style Pastime (1948) - Entertainment: Hobbies, Fund Tech Bank (2093) - Finance: Bank, Institute Place Trade (2090) - Education: Technical / Trade School, Inno Produce (2096) - Technology: Manufacturers, Relax Charm Clean (2088) - Hospitality: Cleaning Services, TrendOutlet Bulk (2074) - Retail: Wholesale, Well Care Care (2097) - Healthcare: Hospital, ExploreEscape Adventures (2097) - Hospitality: Other, Route Ways Transfer (2099) - Transportation: Relocation, Capital Edge Finance (2096) - Finance: Bank, KnowledgeCampus Middle (2098) - Education: Public 7-9, Dinero Finance (2090) - Finance: Bank, Tour Escape Stay (2099) - Hospitality: Hotels, LogicSolutions Wireless (2098) - Technology: Mobile Providers]","Animal(name='Sunny', animal_type='Bird', breed='Eclectus Parrot', age=1, gender='Female')",Cell: (489) 589-8865,"Popular, Constant, Clean",Employee: General,Heterosexual,[],,831-20-9461,02:12 PM,Ms.,,135.0,2037 -  
59,Middle Age (Deceased),B+,BODD,27.5,True,True,[],2029-08-22,2089-04-18,Female,Driver's License: A41JXKA3 - Exp: Jan 2094,Personal: bcollins269@kmail.com,Capital Edge Finance (2096) - Finance: Bank,Green,Brian,"5' 9""",187 lbs,Brian Mark Collins,Male,M,3,Brown,Wavy,69.1,"Home: 33440 Caitlin Trafficway  - Suite 445, Alexaburgh, ID - 83743",Pfe2a,False,True,Collins,,Constantly checks phone,Married,Mark,"Airy, Superficial, Brittle",Amusing,,[],Passport: H03224593 - Exp: Aug 2092,"[LearnCenter School (2099) - Education: Public 7-9, Speed Air (1915) - Transportation: Airline, StudyPlace Primary (2096) - Education: Public K-6, LearnCenter High (2098) - Education: Public 10-12, Byte Solutions Hub (2091) - Technology: Social Media, DineroVault Crypto (2076) - Finance: Crypto, Style Pastime (1948) - Entertainment: Hobbies, Feast Sip Taste (2099) - Food and Beverage: Restaurant, Finance Vault Finance (2089) - Finance: Loans / Mortgage Lender, Inno Produce (2096) - Technology: Manufacturers, Select Store Gadget (2099) - Retail: Electronics, Well Care Care (2097) - Healthcare: Hospital, Capital Edge Finance (2096) - Finance: Bank, StayGetaway Explore (2096) - Hospitality: Other, Play World News (2087) - Entertainment: Journalism, Tour Escape Stay (2099) - Hospitality: Hotels, Fund Invest (2098) - Finance: Investment Firm, LogicSolutions Wireless (2098) - Technology: Mobile Providers, Fund Hub Digital (2090) - Finance: Crypto]",,Cell: (784) 485-7793,"Peaceful, Cooperative, Protective",Manager: General,Heterosexual,[],Donna Kirsten Collins (2025 - 2100),212-12-8238,08:27 PM,Mr.,White 2008 MAZDA RX-8 - Coupe - OUN 634,186.7,2029 - 2089
61,Senior,O+,OODd,24.5,True,True,[],2038-06-15,,Male,Driver's License: Z58UCLQ0 - Exp: Apr 2101,Personal: cynthiareynolds615@yakoo.com,,Brown,Cynthia,"5' 4""",141 lbs,Cynthia Michelle Reynolds,Female,F,3,Brown,Spiky,63.5,"Home: 675 George Fall, Mendezview, TN - 37341",P99c0,True,False,Reynolds,,Quotes famous people,Single,Michelle,"Morbid, Miserable, Envious",Modern,Mickey,[],Passport: R08902160 - Exp: Oct 2100,"[LearnCenter High (2098) - Education: Public 10-12, FinanceVault Capital (2084) - Finance: Bank, Style Pastime (1948) - Entertainment: Hobbies, Fund Tech Bank (2093) - Finance: Bank, Play Pastime (2095) - Entertainment: Hobbies, ZoomWagon Repair (1919) - Automotive: Mechanic, Institute Place Trade (2090) - Education: Technical / Trade School, Inno Produce (2096) - Technology: Manufacturers, Relax Charm Clean (2088) - Hospitality: Cleaning Services, TrendOutlet Bulk (2074) - Retail: Wholesale, ExploreEscape Adventures (2097) - Hospitality: Other, Route Ways Transfer (2099) - Transportation: Relocation, Capital Edge Finance (2096) - Finance: Bank, StayGetaway Explore (2096) - Hospitality: Other, City Ways Repair (2090) - Automotive: Mechanic, LogicSolutions Wireless (2098) - Technology: Mobile Providers]","Animal(name='Tiger', animal_type='Cat', breed='Snowshoe', age=15, gender='Male')",Cell: (833) 718-9140,"Active, Incorruptible, Forgiving",Unemployed,Heterosexual,[],,756-61-6660,11:17 PM,Ms.,Silver 2020 Buick Enclave - SUV - YSI-1435,140.6,2038 -  
67,Senior,B+,BODD,25.0,True,True,[],2032-09-02,,Male,Driver's License: K33ULPQ9 - Exp: Aug 2105,Personal: jorr92@yakoo.com,Play Pastime (2095) - Entertainment: Hobbies,Hazel,Jeffrey,"6' 3""",198 lbs,Jeffrey Orr,Male,M,3,Blonde,Flowing,74.7,"Home: 962 Joseph Burgs  - Apt. 960, East Kimberlyview, FL - 34809",P93bf,True,True,Orr,,Over enunciates,Single,,"Mistaken, Disconcerting, Incurious",Soft,Geoff,[],Passport: Q55869762 - Exp: Apr 2101,"[Speed Air (1915) - Transportation: Airline, StudyPlace Primary (2096) - Education: Public K-6, LearnCenter High (2098) - Education: Public 10-12, Style Pastime (1948) - Entertainment: Hobbies, Feast Sip Taste (2099) - Food and Beverage: Restaurant, AcademyHub Middle (2094) - Education: Public 7-9, Finance Vault Finance (2089) - Finance: Loans / Mortgage Lender, Inno Produce (2096) - Technology: Manufacturers, Taste Dine Bread (2090) - Food and Beverage: Bakery, Invest Edge Finance (2087) - Finance: Bank, InvestTech Fund (2098) - Finance: Investment Firm, Well Care Care (2097) - Healthcare: Hospital, Capital Edge Finance (2096) - Finance: Bank, Go Ways Rentals (2090) - Automotive: Rental, StayGetaway Explore (2096) - Hospitality: Other, Play World News (2087) - Entertainment: Journalism, Route Ways Commute (2085) - Transportation: Ride Sharing / Taxi, Tour Escape Stay (2099) - Hospitality: Hotels, Fund Invest (2098) - Finance: Investment Firm, City Ways Repair (2090) - Automotive: Mechanic, Fund Hub Digital (2090) - Finance: Crypto]","Animal(name='Oscar', animal_type='Cat', breed='Burmilla', age=10, gender='Male')",Cell: (825) 552-6373,"Farsighted, Genuine, Secure",Employee: General,Homosexual,[],,739-05-6941,11:43 PM,Mr.,Silver 2001 Chrysler 300M - Sedan - Q25-SFD,198.4,2032 -  
73,Senior (Deceased),AB+,ABDd,23.2,True,True,"[P47bb, P8367]",2026-09-21,2100-01-01,Female,Driver's License: G71EPMN8 - Exp: Jan 2103,Personal: jasonpeterson474@kmail.com,Well Care Care (2097) - Healthcare: Hospital,Amber,Jason,"5' 11""",168 lbs,Jason Eric Peterson,Male,M,3,Black,Curly,71.4,"Home: 87557 Burnett Bypass, Nathanielland, TN - 38341",P8401,False,True,Peterson,,Has a hero complex,Married,Eric,"Clumsy, Unimaginative, Fanciful",Ambitious,,[],Passport: M29426641 - Exp: Oct 2107,"[Speed Air (1915) - Transportation: Airline, StudyPlace Primary (2096) - Education: Public K-6, LearnCenter High (2098) - Education: Public 10-12, Style Pastime (1948) - Entertainment: Hobbies, SelectStore Chic (2098) - Retail: High-End Fashion, Feast Sip Taste (2099) - Food and Beverage: Restaurant, AcademyHub Middle (2094) - Education: Public 7-9, Finance Vault Finance (2089) - Finance: Loans / Mortgage Lender, Inno Produce (2096) - Technology: Manufacturers, Taste Dine Bread (2090) - Food and Beverage: Bakery, Invest Edge Finance (2087) - Finance: Bank, InvestTech Fund (2098) - Finance: Investment Firm, MoneyHub Finance (2092) - Finance: Loans / Mortgage Lender, Capital Edge Finance (2096) - Finance: Bank, StayGetaway Explore (2096) - Hospitality: Other, Fund Invest (2098) - Finance: Investment Firm, LogicSolutions Wireless (2098) - Technology: Mobile Providers, Fund Hub Digital (2090) - Finance: Crypto]","Animal(name='Blaze', animal_type='Fish', breed='Siamese Fighting Fish (Gourami)', age=8, gender='Female')",Cell: (459) 820-8203,"Fun-loving, Original, Resourceful",Employee: General,Heterosexual,[],Angela Dana Peterson (2038 -  ),419-87-9979,02:53 PM,Mr.,Blue 2003 Toyota Tundra Regular Cab - Pickup - 73-UR24,168.5,2026 - 2100
60,Senior (Deceased),O-,OOdd,21.0,True,True,"[P81d0, P5a65]",2038-03-10,2099-01-01,Female,Driver's License: V31NTVW7 - Exp: Aug 2106,Personal: jasonblake@kmail.com,Finance Wise Wealth (2090) - Finance: Investment Firm,Brown,Jason,"5' 9""",140 lbs,Jason Johnny Blake,Male,M,3,Blonde,Flowing,68.6,"Home: 88482 Nichole Pass  - Suite 337, Jennifermouth, RI - 02893",Pfa82,False,True,Blake,,Smiles a lot,Married,Johnny,"Insincere, Cruel, Clumsy",Experimental,,[],Passport: M84709069 - Exp: Jan 2107,"[Story Chic Arena (2088) - Entertainment: Sports, StudyPlace Primary (2096) - Education: Public K-6, LearnCenter High (2098) - Education: Public 10-12, DineroVault Crypto (2076) - Finance: Crypto, Style Pastime (1948) - Entertainment: Hobbies, Feast Sip Taste (2099) - Food and Beverage: Restaurant, StyleChic Media (2099) - Entertainment: Journalism, AcademyHub Middle (2094) - Education: Public 7-9, Finance Vault Finance (2089) - Finance: Loans / Mortgage Lender, Inno Produce (2096) - Technology: Manufacturers, Taste Dine Bread (2090) - Food and Beverage: Bakery, Invest Edge Finance (2087) - Finance: Bank, Capital Edge Finance (2096) - Finance: Bank, Go Ways Rentals (2090) - Automotive: Rental, Style Flicks Play (2066) - Entertainment: Sports, Tour Escape Stay (2099) - Hospitality: Hotels, Fund Invest (2098) - Finance: Investment Firm, Learn Center School (2098) - Education: Public K-6, LogicSolutions Wireless (2098) - Technology: Mobile Providers, Fund Hub Digital (2090) - Finance: Crypto]",,Cell: (747) 831-4289,"Balanced, Efficient, Inoffensive",Employee: General,Heterosexual,[],Stephanie Jean Blake (2031 - 2100),724-34-7505,05:18 AM,Mr.,Gray 2000 Ford Explorer Sport - SUV - OOC0783,140.4,2038 - 2099
